Participant, ROI, FA, MSD, MSK, NDI, ODI, Fiso
128,Ant_Corona_Radiata_R,0.4808279,1.5654517,0.8124176,0.6050923,0.1488748,0.3671665
128,Ant_Corona_Radiata_L,0.4629446,1.8837135,0.7897148,0.6890628,0.1247951,0.5204247
128,Sup_Corona_Radiata_R,0.4384907,1.8271514,0.6841544,0.3881364,0.0790862,0.4287883
128,Sup_Corona_Radiata_L,0.3394550,2.3280293,0.6548733,0.8401761,0.1797227,0.7027517
128,Post_Corona_Radiata_R,0.4111014,1.9371333,0.7252077,0.5880256,0.1297791,0.5166373
129,Middle_Cerebellar_Ped,0.4681844,1.7189923,0.7273793,0.6648496,0.1482021,0.4191535
129,Pontine_Crossing_Tract,0.3772953,2.2669167,0.7258851,0.8300354,0.1594512,0.6795738
129,Corpus_Callosum_Genu,0.4471655,1.8927389,0.7783531,0.6812717,0.1295244,0.5358098
129,Corpus_Callosum_Body,0.2238212,2.6376408,0.5983839,0.8983319,0.2335661,0.8250673
129,Corpus_Callosum_Splenium,0.4003996,2.0396773,0.7186119,0.6394651,0.1448416,0.5782995
129,Fornix_(Column&Body),0.3834052,1.9780419,0.8111651,0.8086341,0.2071487,0.5946652
129,Corticospinal_Tract_R,0.3252552,2.0976660,0.7493536,0.8435791,0.2629700,0.6271600
129,Corticospinal_Tract_L,0.4639789,1.6792284,0.7782416,0.5900881,0.1453528,0.4180650
129,Medial_Lemniscus_R,0.3914336,2.4261992,0.7099377,0.8659344,0.1561714,0.7373963
129,Medial_Lemniscus_L,0.4510982,1.9773612,0.7677137,0.7365698,0.1327876,0.5575132
129,Inf_Cerebellar_Ped_R,0.3609816,2.2387915,0.6449964,0.5784720,0.1451849,0.6581128
129,Inf_Cerebellar_Ped_L,0.5080050,1.5717311,0.7780878,0.5376080,0.1123588,0.3685320
129,Sup_Cerebellar_Ped_R,0.4203320,2.0855981,0.7817662,0.8321274,0.1536557,0.6634815
129,Sup_Cerebellar_Ped_L,0.5462859,1.7028163,0.8449254,0.6483976,0.0933688,0.4785721
129,Cerebral_Ped_R,0.5104941,1.7813400,0.8013337,0.6001104,0.0891300,0.4771173
129,Cerebral_Ped_L,0.5211669,1.4793835,0.7737979,0.4749722,0.1077723,0.2694538
129,Ant_Internal_Capsule_R,0.3148760,2.3493144,0.6740535,0.8053313,0.1849926,0.7370306
129,Ant_Internal_Capsule_L,0.2482424,2.7490801,0.6277873,0.9978181,0.2095061,0.8240346
129,Post_Internal_Capsule_R,0.4705145,2.1613786,0.7642636,0.8186816,0.1045292,0.6555339
129,Post_Internal_Capsule_L,0.3459129,2.0792341,0.7614460,0.8287958,0.1973042,0.6105501
129,Retrolent_Internal_Capsule_R,0.5142025,1.6212216,0.7885473,0.4721721,0.0859328,0.3584864
129,Retrolent_Internal_Capsule_L,0.5632581,1.5550116,0.7995636,0.5725534,0.0780217,0.3764889
129,Ant_Corona_Radiata_R,0.4312850,1.9231913,0.6941055,0.4807335,0.0952743,0.5191719
129,Ant_Corona_Radiata_L,0.4308544,1.7722512,0.7838868,0.6206019,0.1596143,0.4628561
129,Sup_Corona_Radiata_R,0.3160747,2.4285847,0.6463090,0.7961651,0.1655148,0.7419608
129,Sup_Corona_Radiata_L,0.3832701,2.0472509,0.7337245,0.7082802,0.1531704,0.6116793
129,Post_Corona_Radiata_R,0.4165340,1.9864528,0.7660316,0.6933796,0.1505152,0.5726193
130,Middle_Cerebellar_Ped,0.4912392,1.7251817,0.7576814,0.5637203,0.1044209,0.4208713
130,Pontine_Crossing_Tract,0.2639626,2.5483233,0.6031941,0.7627112,0.1740045,0.7739486
130,Corpus_Callosum_Genu,0.4594825,1.7001729,0.7863970,0.6195787,0.1568635,0.4296886
130,Corpus_Callosum_Body,0.4636099,1.7535875,0.7866205,0.5626039,0.1287272,0.4559948
130,Corpus_Callosum_Splenium,0.3567628,2.1284716,0.7840716,0.8209454,0.2022448,0.6283893
130,Fornix_(Column&Body),0.3457326,2.1941920,0.6568881,0.6383513,0.1447161,0.6178904
130,Corticospinal_Tract_R,0.3826345,2.0440706,0.6609875,0.5941030,0.1486936,0.5637036
130,Corticospinal_Tract_L,0.4763528,1.8831921,0.7668067,0.6051107,0.1051318,0.4838632
130,Medial_Lemniscus_R,0.4844660,1.7635197,0.7414225,0.5483066,0.0962803,0.4463982
130,Medial_Lemniscus_L,0.4928423,1.7075664,0.8347254,0.5771273,0.1157226,0.4579286
130,Inf_Cerebellar_Ped_R,0.4513763,1.8993598,0.7567422,0.6077452,0.1232223,0.5119843
130,Inf_Cerebellar_Ped_L,0.3186073,2.3681434,0.6395117,0.6968009,0.1546465,0.7222595
130,Sup_Cerebellar_Ped_R,0.5181818,1.7032969,0.7797429,0.5653733,0.0884776,0.4183274
130,Sup_Cerebellar_Ped_L,0.4260568,2.3461582,0.7008535,0.8398764,0.1046721,0.7115330
130,Cerebral_Ped_R,0.3321418,2.4058946,0.6734543,0.8809216,0.1759365,0.7621526
130,Cerebral_Ped_L,0.3008081,2.6605074,0.6341779,0.9779102,0.1803161,0.8152245
130,Ant_Internal_Capsule_R,0.2739376,2.4969081,0.6854660,0.9635016,0.2243131,0.7677698
130,Ant_Internal_Capsule_L,0.5946730,1.4481481,0.9671975,0.6544790,0.1066948,0.3553227
130,Post_Internal_Capsule_R,0.4431769,1.7305296,0.7424446,0.5208079,0.1270738,0.4313503
130,Post_Internal_Capsule_L,0.4207822,1.8454982,0.7441369,0.6245962,0.1551824,0.5010982
130,Retrolent_Internal_Capsule_R,0.4101850,1.9622133,0.6982832,0.4966830,0.1203978,0.5278656
130,Retrolent_Internal_Capsule_L,0.4252895,2.0397625,0.7098118,0.6288630,0.1129218,0.5475506
130,Ant_Corona_Radiata_R,0.5629739,1.4818810,0.8284363,0.5549240,0.0922537,0.3591481
130,Ant_Corona_Radiata_L,0.4783242,1.7879203,0.6452581,0.4881645,0.0763505,0.4298693
130,Sup_Corona_Radiata_R,0.4302461,1.8816193,0.7322569,0.5482086,0.1271970,0.5128318
130,Sup_Corona_Radiata_L,0.3476280,2.3231187,0.6675974,0.8304286,0.1584720,0.7216964
130,Post_Corona_Radiata_R,0.2597767,2.6460002,0.6094209,0.9109387,0.2003068,0.8164011
131,Middle_Cerebellar_Ped,0.4295031,2.1029044,0.7013095,0.6755591,0.1040389,0.5914978
131,Pontine_Crossing_Tract,0.5196170,1.6815169,0.8037302,0.5559028,0.0887165,0.4300349
131,Corpus_Callosum_Genu,0.4620774,2.0497336,0.7152235,0.5608559,0.0799142,0.6002484
131,Corpus_Callosum_Body,0.4938928,1.8047394,0.7080752,0.5544717,0.0819033,0.4623883
131,Corpus_Callosum_Splenium,0.4360057,1.9757777,0.7545863,0.6963720,0.1304414,0.5248438
131,Fornix_(Column&Body),0.4374321,1.8910529,0.7623503,0.6302714,0.1499398,0.5059407
131,Corticospinal_Tract_R,0.3375269,2.3259384,0.7181503,0.8924195,0.1853920,0.7266144
131,Corticospinal_Tract_L,0.3407925,2.3614686,0.6915453,0.8804609,0.1841077,0.7318347
131,Medial_Lemniscus_R,0.3379474,2.3757211,0.6695207,0.7907284,0.1690614,0.7337249
131,Medial_Lemniscus_L,0.3779855,2.0959153,0.6766082,0.6702129,0.1428327,0.6203191
131,Inf_Cerebellar_Ped_R,0.4494679,1.6920923,0.7473751,0.5682729,0.1414333,0.3894723
131,Inf_Cerebellar_Ped_L,0.4122712,1.8006302,0.7395814,0.5848295,0.1493787,0.4644246
131,Sup_Cerebellar_Ped_R,0.5163532,1.4733378,0.7423088,0.5295413,0.1218290,0.3168359
131,Sup_Cerebellar_Ped_L,0.4203715,1.8880234,0.7492591,0.6103304,0.1423238,0.5124378
131,Cerebral_Ped_R,0.5538636,1.4983575,0.8363274,0.4972109,0.0835320,0.3334246
131,Cerebral_Ped_L,0.3512262,2.0114965,0.7431536,0.7479164,0.2085479,0.5640449
131,Ant_Internal_Capsule_R,0.5183836,1.5175014,0.8806855,0.5746176,0.1334658,0.3646577
131,Ant_Internal_Capsule_L,0.4430963,1.7503825,0.7374344,0.5417723,0.1262183,0.4445852
131,Post_Internal_Capsule_R,0.4995171,1.5746872,0.8002344,0.4991175,0.1148321,0.3535153
131,Post_Internal_Capsule_L,0.4147917,2.2248018,0.7313058,0.7840030,0.1275510,0.6588623
131,Retrolent_Internal_Capsule_R,0.4784738,1.9142626,0.7319921,0.6115766,0.0921344,0.5256339
131,Retrolent_Internal_Capsule_L,0.4607340,1.7450114,0.8063874,0.6376052,0.1355464,0.4515756
131,Ant_Corona_Radiata_R,0.3216281,2.3630888,0.6806531,0.8507793,0.1789542,0.7270355
131,Ant_Corona_Radiata_L,0.5406419,1.3588859,0.8076753,0.4955205,0.1050491,0.2594970
131,Sup_Corona_Radiata_R,0.3755608,2.4896881,0.6434958,0.8323256,0.1157286,0.7727046
131,Sup_Corona_Radiata_L,0.3674354,1.9497695,0.7453701,0.6943923,0.1872237,0.5683184
131,Post_Corona_Radiata_R,0.3162181,2.5659145,0.6641387,0.9639304,0.1684586,0.7907488
132,Middle_Cerebellar_Ped,0.4944608,1.5317443,0.8000465,0.5829040,0.1238473,0.3499264
132,Pontine_Crossing_Tract,0.3735187,2.2625071,0.7548824,0.9060259,0.1905019,0.7015319
132,Corpus_Callosum_Genu,0.5360225,1.5980956,0.7489845,0.5501126,0.0833913,0.3849707
132,Corpus_Callosum_Body,0.4414129,2.1057743,0.7659831,0.7761522,0.1320663,0.6273050
132,Corpus_Callosum_Splenium,0.3093972,2.2671539,0.6735252,0.7359465,0.1905958,0.6870009
132,Fornix_(Column&Body),0.4568252,1.8579857,0.6818237,0.5016828,0.0952755,0.4476107
132,Corticospinal_Tract_R,0.4362192,1.9451238,0.7862514,0.6970871,0.1480957,0.5637443
132,Corticospinal_Tract_L,0.4998878,1.8183925,0.7926388,0.6051670,0.1123302,0.4607940
132,Medial_Lemniscus_R,0.3047985,2.3709782,0.6838105,0.8649163,0.2041467,0.7482632
132,Medial_Lemniscus_L,0.5017390,1.5851376,0.6996763,0.4619189,0.0845192,0.3238422
132,Inf_Cerebellar_Ped_R,0.4896359,1.7452496,0.7404708,0.5757095,0.1037507,0.4365549
132,Inf_Cerebellar_Ped_L,0.4147100,1.8434506,0.7555398,0.5432574,0.1325913,0.5159762
132,Sup_Cerebellar_Ped_R,0.5383388,1.3569713,0.9230583,0.5882210,0.1395718,0.2983484
132,Sup_Cerebellar_Ped_L,0.4837303,1.7649600,0.7903185,0.5714454,0.1100047,0.4574439
132,Cerebral_Ped_R,0.4640890,1.8979288,0.7832607,0.6931649,0.1290152,0.5389738
132,Cerebral_Ped_L,0.3584266,2.0615790,0.7248497,0.7117220,0.1679466,0.5894171
132,Ant_Internal_Capsule_R,0.4353491,1.7709317,0.6963619,0.5267661,0.1284774,0.4203331
132,Ant_Internal_Capsule_L,0.4982339,2.0256871,0.7967988,0.7654308,0.0998603,0.6088037
132,Post_Internal_Capsule_R,0.4815027,1.7501104,0.7744806,0.6492570,0.1245241,0.4318660
132,Post_Internal_Capsule_L,0.3146254,2.4724878,0.6247457,0.7749518,0.1594691,0.7642603
132,Retrolent_Internal_Capsule_R,0.4390215,1.7306383,0.7474612,0.6570811,0.1646443,0.4686335
132,Retrolent_Internal_Capsule_L,0.4282393,1.9306167,0.6931512,0.5269317,0.1316903,0.4961795
132,Ant_Corona_Radiata_R,0.4504380,1.9259366,0.7240675,0.5472449,0.1035913,0.5109307
132,Ant_Corona_Radiata_L,0.4194123,2.0003299,0.7142822,0.6485406,0.1644877,0.5214898
132,Sup_Corona_Radiata_R,0.4671529,1.8422129,0.8254435,0.7098814,0.1441742,0.4828113
132,Sup_Corona_Radiata_L,0.4416806,1.9246555,0.7791508,0.6717143,0.1352572,0.5655634
132,Post_Corona_Radiata_R,0.3129342,2.3658935,0.6799707,0.8323342,0.1975128,0.7176082
133,Middle_Cerebellar_Ped,0.3798844,2.3412561,0.7065100,0.8260408,0.1392353,0.7012479
133,Pontine_Crossing_Tract,0.4523750,1.7591869,0.7405107,0.5719760,0.1343165,0.4322222
133,Corpus_Callosum_Genu,0.3635232,1.9525302,0.8016528,0.7973780,0.2049972,0.6224725
133,Corpus_Callosum_Body,0.4026321,1.8363454,0.7483688,0.5035622,0.1440866,0.4760172
133,Corpus_Callosum_Splenium,0.4886115,1.6198831,0.7983124,0.5789544,0.1312460,0.3759783
133,Fornix_(Column&Body),0.4979153,1.7060370,0.6983661,0.5141560,0.0980876,0.3943936
133,Corticospinal_Tract_R,0.2756120,2.3696512,0.6917254,0.8966316,0.2382985,0.7375306
133,Corticospinal_Tract_L,0.3604318,2.0973284,0.6832213,0.6003735,0.1726337,0.5944143
133,Medial_Lemniscus_R,0.3896705,1.9985614,0.6569924,0.5343694,0.1438688,0.5375060
133,Medial_Lemniscus_L,0.4484564,1.5386551,0.7671427,0.5396802,0.1624163,0.3469510
133,Inf_Cerebellar_Ped_R,0.4000871,2.0242391,0.6993519,0.6282537,0.1381824,0.5367137
133,Inf_Cerebellar_Ped_L,0.4853149,1.6822736,0.7412111,0.4303315,0.0884930,0.3695543
133,Sup_Cerebellar_Ped_R,0.4465856,2.0320199,0.7284862,0.7091170,0.1262894,0.5832426
133,Sup_Cerebellar_Ped_L,0.4917471,1.6503974,0.7177590,0.4934428,0.0985950,0.3769178
133,Cerebral_Ped_R,0.4728662,1.6245159,0.7881662,0.4849343,0.1174697,0.3852383
133,Cerebral_Ped_L,0.4217568,1.9497319,0.6762523,0.4808615,0.0932783,0.5003887
133,Ant_Internal_Capsule_R,0.3037833,2.4476088,0.5977584,0.6223587,0.1379379,0.7355252
133,Ant_Internal_Capsule_L,0.4846783,1.8800835,0.6733637,0.5672079,0.0775770,0.4723334
133,Post_Internal_Capsule_R,0.3996498,1.8605876,0.7230644,0.5378619,0.1498613,0.5054613
133,Post_Internal_Capsule_L,0.3462194,2.1714001,0.7253524,0.7815323,0.2178213,0.6484465
133,Retrolent_Internal_Capsule_R,0.2754927,2.4859351,0.6758456,0.9069257,0.2343966,0.7584754
133,Retrolent_Internal_Capsule_L,0.4300014,1.8363756,0.6623621,0.4502897,0.1013753,0.4352332
133,Ant_Corona_Radiata_R,0.3906267,2.1531731,0.7252073,0.6901045,0.1495195,0.6272021
133,Ant_Corona_Radiata_L,0.3217917,2.3445742,0.6347861,0.7084823,0.1454703,0.6974565
133,Sup_Corona_Radiata_R,0.4338767,1.7146199,0.8322380,0.6631568,0.1845870,0.4607121
133,Sup_Corona_Radiata_L,0.2914507,2.5289969,0.6487143,0.9176608,0.1862386,0.7823629
133,Post_Corona_Radiata_R,0.3887685,1.7964199,0.6201857,0.4342639,0.1391831,0.3910683
134,Middle_Cerebellar_Ped,0.4129937,2.0704765,0.8093256,0.8584929,0.1737678,0.6364247
134,Pontine_Crossing_Tract,0.4298624,1.8390638,0.8233363,0.7237532,0.1820058,0.5090363
134,Corpus_Callosum_Genu,0.4029409,1.8521387,0.7799361,0.7675812,0.2089918,0.5410682
134,Corpus_Callosum_Body,0.4903108,1.6386403,0.6465551,0.4752291,0.0885552,0.3500374
134,Corpus_Callosum_Splenium,0.4099310,2.0054227,0.7091506,0.6270725,0.1538594,0.5525050
134,Fornix_(Column&Body),0.3851992,1.8611132,0.6624478,0.5890096,0.1606501,0.4714746
134,Corticospinal_Tract_R,0.3714442,1.9229738,0.7375597,0.7275530,0.1754273,0.5501671
134,Corticospinal_Tract_L,0.2685196,2.7355447,0.5796553,0.8764931,0.1771922,0.8376913
134,Medial_Lemniscus_R,0.4917449,1.6089908,0.7482690,0.4790119,0.1037524,0.3323294
134,Medial_Lemniscus_L,0.4975940,1.7387770,0.8559964,0.6571970,0.1249788,0.5058807
134,Inf_Cerebellar_Ped_R,0.4560668,2.0563083,0.7615834,0.7988480,0.1299230,0.5895341
134,Inf_Cerebellar_Ped_L,0.3139047,2.5309226,0.6260354,0.8247430,0.1523197,0.7749164
134,Sup_Cerebellar_Ped_R,0.3693197,2.2800675,0.6461161,0.6305729,0.1266454,0.6760209
134,Sup_Cerebellar_Ped_L,0.4012252,1.7340697,0.7470373,0.5138330,0.1570015,0.4449099
134,Cerebral_Ped_R,0.2500978,2.5031204,0.6291967,0.7910362,0.2385186,0.7661593
134,Cerebral_Ped_L,0.4914599,1.7280222,0.7134700,0.5450974,0.0952332,0.4254173
134,Ant_Internal_Capsule_R,0.4350027,1.8379808,0.6651488,0.5442682,0.1146624,0.4702842
134,Ant_Internal_Capsule_L,0.3506974,2.3055691,0.7261166,0.8747404,0.2220115,0.7119222
134,Post_Internal_Capsule_R,0.2233882,2.3549262,0.7354073,0.9356084,0.3191524,0.7183942
134,Post_Internal_Capsule_L,0.4381948,1.8949624,0.7056130,0.7081460,0.1457692,0.5148089
134,Retrolent_Internal_Capsule_R,0.4018469,1.9155699,0.8034939,0.7308466,0.1766508,0.5965791
134,Retrolent_Internal_Capsule_L,0.4368305,1.8150763,0.7964580,0.6056730,0.1518323,0.4759137
134,Ant_Corona_Radiata_R,0.5040457,1.8538622,0.8390600,0.7484358,0.1303023,0.5812584
134,Ant_Corona_Radiata_L,0.4702609,1.5486118,0.7422176,0.5047197,0.1189236,0.3381063
134,Sup_Corona_Radiata_R,0.5461653,1.5594232,0.8026226,0.5100883,0.0802143,0.3332968
134,Sup_Corona_Radiata_L,0.3980718,1.7714338,0.6037889,0.4366115,0.1335460,0.3874147
134,Post_Corona_Radiata_R,0.4594499,1.9302607,0.7228355,0.5635189,0.0994969,0.5078461
135,Middle_Cerebellar_Ped,0.3959371,2.1184584,0.7546521,0.8026148,0.1559542,0.6331004
135,Pontine_Crossing_Tract,0.3405965,2.1787916,0.7465671,0.8225027,0.2056931,0.6510693
135,Corpus_Callosum_Genu,0.3913310,2.3951927,0.7048945,0.9159762,0.1506537,0.7477733
135,Corpus_Callosum_Body,0.4458781,2.0398495,0.7277723,0.6332099,0.1022151,0.6037922
135,Corpus_Callosum_Splenium,0.3867588,2.2136448,0.6503152,0.6147915,0.1133079,0.6311422
135,Fornix_(Column&Body),0.4081825,1.8742330,0.7648251,0.6701967,0.1813380,0.5134921
135,Corticospinal_Tract_R,0.3817239,2.2201796,0.6871305,0.7046989,0.1431458,0.6745249
135,Corticospinal_Tract_L,0.4234247,1.9913240,0.7562257,0.6674429,0.1337777,0.5876964
135,Medial_Lemniscus_R,0.5009995,1.6174997,0.7623804,0.4860081,0.1009902,0.3718974
135,Medial_Lemniscus_L,0.2569597,2.7423247,0.5819336,0.9348467,0.1825634,0.8432688
135,Inf_Cerebellar_Ped_R,0.4637402,1.8541537,0.7332659,0.5324053,0.1047586,0.4533384
135,Inf_Cerebellar_Ped_L,0.3582599,2.2622946,0.6729331,0.6905152,0.1483282,0.6886014
135,Sup_Cerebellar_Ped_R,0.4646351,1.7466576,0.7053468,0.5876916,0.1136268,0.4319251
135,Sup_Cerebellar_Ped_L,0.4222812,2.1136550,0.7754423,0.8213525,0.1510119,0.6481278
135,Cerebral_Ped_R,0.5965654,1.4598225,1.0497269,0.7928339,0.1345319,0.4143411
135,Cerebral_Ped_L,0.5273165,1.6408946,0.7978076,0.4737804,0.0760818,0.3821306
135,Ant_Internal_Capsule_R,0.4603286,1.7712783,0.8301354,0.6278791,0.1412202,0.4783486
135,Ant_Internal_Capsule_L,0.4735823,1.7481057,0.7744352,0.6261479,0.1323295,0.4618357
135,Post_Internal_Capsule_R,0.4138539,2.0950888,0.7111620,0.6635415,0.1138759,0.5780270
135,Post_Internal_Capsule_L,0.4811183,2.0132668,0.7954602,0.7897473,0.1158682,0.6014034
135,Retrolent_Internal_Capsule_R,0.4055046,2.0253535,0.7533300,0.7088752,0.1590577,0.5629451
135,Retrolent_Internal_Capsule_L,0.3824073,1.9639194,0.6375286,0.4483438,0.1169995,0.4886088
135,Ant_Corona_Radiata_R,0.5144215,1.6361916,0.8177551,0.5681048,0.1167098,0.3897088
135,Ant_Corona_Radiata_L,0.4245307,1.8770075,0.7340642,0.5727691,0.1430355,0.4852130
135,Sup_Corona_Radiata_R,0.4515163,1.8436428,0.6808142,0.5706109,0.1178492,0.4727023
135,Sup_Corona_Radiata_L,0.4400285,1.7148523,0.7907491,0.6505823,0.1626697,0.4563036
135,Post_Corona_Radiata_R,0.4324570,2.0047800,0.6915647,0.6142860,0.1016741,0.5456503
136,Middle_Cerebellar_Ped,0.2959374,2.6410755,0.6080270,0.8806679,0.1665661,0.8109045
136,Pontine_Crossing_Tract,0.6048749,1.3785031,0.9265495,0.5249906,0.0818279,0.2916864
136,Corpus_Callosum_Genu,0.3700910,2.4931986,0.6459987,0.8525104,0.1221300,0.7745307
136,Corpus_Callosum_Body,0.2457763,2.8623965,0.5802109,1.0000000,0.1709355,0.8561382
136,Corpus_Callosum_Splenium,0.4726436,1.6078388,0.8213288,0.6311665,0.1544252,0.4222291
136,Fornix_(Column&Body),0.4834637,1.8614569,0.8567818,0.7730625,0.1344096,0.5524585
136,Corticospinal_Tract_R,0.3990276,2.0152896,0.7301304,0.6307111,0.1442042,0.5664271
136,Corticospinal_Tract_L,0.3068414,2.5587304,0.5789338,0.6676770,0.1252083,0.7701267
136,Medial_Lemniscus_R,0.4292055,1.9892054,0.7649982,0.7338601,0.1504159,0.5796145
136,Medial_Lemniscus_L,0.3913292,2.3008387,0.7076914,0.8727756,0.1409872,0.7321903
136,Inf_Cerebellar_Ped_R,0.3662947,2.0835889,0.6813938,0.5808337,0.1586068,0.5851526
136,Inf_Cerebellar_Ped_L,0.4509599,1.7787806,0.7448864,0.5204754,0.1239313,0.4161848
136,Sup_Cerebellar_Ped_R,0.4788786,1.8796771,0.7505737,0.6234306,0.0973760,0.5140615
136,Sup_Cerebellar_Ped_L,0.3262001,2.4789558,0.6048137,0.6776788,0.1244536,0.7336609
136,Cerebral_Ped_R,0.3185957,2.1597017,0.7119555,0.7343178,0.2139485,0.6065361
136,Cerebral_Ped_L,0.3785272,2.0366010,0.7172853,0.6017037,0.1432881,0.6043240
136,Ant_Internal_Capsule_R,0.3812585,2.2397016,0.6674383,0.7054094,0.1446002,0.6299366
136,Ant_Internal_Capsule_L,0.2978463,2.2162526,0.7166632,0.7540480,0.2185951,0.6471267
136,Post_Internal_Capsule_R,0.3955206,1.9517028,0.7323247,0.6603257,0.1564200,0.5451447
136,Post_Internal_Capsule_L,0.3502473,1.9958204,0.6090845,0.4127012,0.1387932,0.4800197
136,Retrolent_Internal_Capsule_R,0.4502294,1.9100026,0.7099764,0.5676604,0.1032401,0.5110106
136,Retrolent_Internal_Capsule_L,0.4736460,1.8654060,0.7709533,0.6075292,0.1118473,0.4861862
136,Ant_Corona_Radiata_R,0.3826868,1.9597758,0.7567206,0.7313823,0.1742303,0.5773148
136,Ant_Corona_Radiata_L,0.3746591,2.1224562,0.7380394,0.7617011,0.1749904,0.6076609
136,Sup_Corona_Radiata_R,0.3712923,2.2838708,0.7446476,0.8861949,0.1803827,0.6799020
136,Sup_Corona_Radiata_L,0.3451515,2.0496879,0.6982931,0.5785111,0.1635724,0.6030020
136,Post_Corona_Radiata_R,0.2039450,2.8310591,0.5604242,0.8846523,0.2396929,0.8524530
137,Middle_Cerebellar_Ped,0.4813589,1.7277937,0.7336210,0.5322371,0.1066741,0.4119246
137,Pontine_Crossing_Tract,0.3465618,2.2355689,0.7096497,0.7906225,0.1746455,0.6628643
137,Corpus_Callosum_Genu,0.5037304,1.5890657,0.7988861,0.6179794,0.1280801,0.3995819
137,Corpus_Callosum_Body,0.3800482,2.0905251,0.6743543,0.5368639,0.1231647,0.6178427
137,Corpus_Callosum_Splenium,0.4523056,1.7894628,0.8177151,0.6442940,0.1457903,0.4945612
137,Fornix_(Column&Body),0.4347582,1.9087357,0.7134178,0.5008545,0.1014868,0.5127364
137,Corticospinal_Tract_R,0.5657008,1.5727449,0.7506364,0.5540094,0.0735151,0.3376626
137,Corticospinal_Tract_L,0.4867309,1.4649394,0.7509712,0.4401976,0.1217028,0.2778767
137,Medial_Lemniscus_R,0.3228011,2.3782144,0.6791014,0.8444617,0.1903394,0.7355733
137,Medial_Lemniscus_L,0.4595318,1.9222959,0.7007133,0.5474842,0.0853586,0.4971446
137,Inf_Cerebellar_Ped_R,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000
137,Inf_Cerebellar_Ped_L,0.3427691,2.4475666,0.6467026,0.7990441,0.1275938,0.7290174
137,Sup_Cerebellar_Ped_R,0.4551407,1.7309675,0.6723434,0.5325011,0.1114480,0.4136524
137,Sup_Cerebellar_Ped_L,0.4494504,1.7673733,0.8071615,0.6006828,0.1410300,0.5160333
137,Cerebral_Ped_R,0.4573695,1.8428290,0.7698932,0.5587434,0.1173912,0.5104997
137,Cerebral_Ped_L,0.3846965,2.0848520,0.6971385,0.6574126,0.1586286,0.6026249
137,Ant_Internal_Capsule_R,0.4785560,1.8782765,0.7867288,0.6087055,0.1120372,0.5357544
137,Ant_Internal_Capsule_L,0.4853172,1.8853727,0.8054311,0.6989926,0.1159401,0.5339082
137,Post_Internal_Capsule_R,0.5571989,1.4192087,0.8360402,0.5748251,0.1012775,0.3003416
137,Post_Internal_Capsule_L,0.3242060,2.1185224,0.7246681,0.7656045,0.2257775,0.6507161
137,Retrolent_Internal_Capsule_R,0.3793989,2.4268761,0.6616890,0.8005691,0.1299248,0.7431645
137,Retrolent_Internal_Capsule_L,0.4080160,1.8477652,0.8405207,0.7405188,0.1954972,0.5379067
137,Ant_Corona_Radiata_R,0.3639412,2.1274697,0.6984243,0.6546976,0.1596466,0.6278943
137,Ant_Corona_Radiata_L,0.3654196,2.2801575,0.6864679,0.7765884,0.1476561,0.7226095
137,Sup_Corona_Radiata_R,0.4344579,2.0856435,0.7226192,0.7305529,0.1246049,0.6114274
137,Sup_Corona_Radiata_L,0.4104584,1.9720324,0.7011231,0.5704373,0.1279106,0.5329975
137,Post_Corona_Radiata_R,0.5328092,1.5308644,0.7207008,0.4718064,0.0838820,0.3169795
138,Middle_Cerebellar_Ped,0.4831633,1.7268502,0.7820458,0.5665183,0.1258516,0.4191563
138,Pontine_Crossing_Tract,0.3046040,2.3280431,0.5771807,0.4317057,0.1189518,0.6600171
138,Corpus_Callosum_Genu,0.4614960,1.8022152,0.7633614,0.6185271,0.1246019,0.4811459
138,Corpus_Callosum_Body,0.4885541,1.7627348,0.8402420,0.6416640,0.1222352,0.4747663
138,Corpus_Callosum_Splenium,0.4976729,1.6324080,0.8325959,0.5646223,0.1211625,0.4311986
138,Fornix_(Column&Body),0.5124958,1.7952783,0.8348709,0.6626651,0.1028243,0.5083388
138,Corticospinal_Tract_R,0.3797303,2.0026798,0.6743812,0.5923869,0.1365693,0.5587232
138,Corticospinal_Tract_L,0.4922654,1.6173011,0.7243173,0.5493226,0.1142676,0.3662492
138,Medial_Lemniscus_R,0.4134699,1.9339949,0.8451078,0.8720996,0.1853827,0.5960497
138,Medial_Lemniscus_L,0.4201505,2.1828284,0.7114766,0.7012225,0.1359775,0.6485027
138,Inf_Cerebellar_Ped_R,0.3841325,2.2861201,0.6678295,0.6809546,0.1252686,0.7047163
138,Inf_Cerebellar_Ped_L,0.3125668,2.4996799,0.5996300,0.6790148,0.1486690,0.7722925
138,Sup_Cerebellar_Ped_R,0.3963303,2.0866806,0.7173707,0.6526597,0.1399683,0.6085975
138,Sup_Cerebellar_Ped_L,0.4737328,1.9890684,0.7887667,0.7870924,0.1275036,0.5734058
138,Cerebral_Ped_R,0.4622121,2.0268589,0.7277748,0.7091989,0.1090090,0.5756218
138,Cerebral_Ped_L,0.4307359,1.8233336,0.6887884,0.5882859,0.1232714,0.4748289
138,Ant_Internal_Capsule_R,0.4895954,1.6318512,0.7653550,0.5427084,0.1129750,0.3851089
